facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url
BUENROSTRO FAMILY CHILD CARE,AMALIA BUENROSTRO,Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,8/10/2023,10/18/2023,2.3,(928) 710-0767,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"CAMPBELL, ASHLEY FAMILY CHILD CARE","CAMPBELL, ASHLEY",Unavailable,HANFORD,93230,KINGS,14,CLOSED,6/9/2023,5/1/2024,10.9,(903) 930-0861,5,https://www.google.com/maps/search/Unavailable%2C%20HANFORD%2C%20CA
CARRILLO FAMILY CHILD CARE,EDITH CARRILLO,Unavailable,WEST COVINA,91791,LOS ANGELES,14,CLOSED,12/4/2018,11/16/2020,23.8,(626) 587-0304,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20COVINA%2C%20CA
"CARSON, BARBARA FAMILY CHILD CARE","CARSON, BARBARA",Unavailable,SAN DIEGO,92127,SAN DIEGO,14,CLOSED,2/1/2019,9/15/2020,19.7,(858) 432-1328,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
CASTANEDA FAMILY CHILD CARE,"CASTANEDA-SILVA, ALEJANDRA",Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,LICENSED,6/29/2022,12/4/2023,17.4,(805) 598-7880,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"CASTILLO, ALICIA FAMILY CHILD CARE HOME","CASTILLO, ALICIA",Unavailable,OLIVEHURST,95961,YUBA,14,CLOSED,8/27/2019,8/13/2021,23.9,(530) 237-6484,5,https://www.google.com/maps/search/Unavailable%2C%20OLIVEHURST%2C%20CA
"CHANDLER-WHISEANT, MICHELLE FCCH","CHANDLER-WHISEANT, MICHELLE",Unavailable,YUBA CITY,95993,SUTTER,14,CLOSED,12/23/2019,2/11/2021,13.9,(530) 923-3986,5,https://www.google.com/maps/search/Unavailable%2C%20YUBA%20CITY%2C%20CA
"DIXON, AMANDA DEANNE","DIXON, AMANDA DEANNE",Unavailable,LAKE FOREST,92630,ORANGE,14,CLOSED,9/14/2018,6/23/2020,21.6,(562) 713-1226,5,https://www.google.com/maps/search/Unavailable%2C%20LAKE%20FOREST%2C%20CA
"DORVILUS, ROSE ERTHA FAMILY CHILD CARE","DORVILUS, ROSE",Unavailable,SAN DIEGO,92120,SAN DIEGO,14,CLOSED,6/20/2019,10/19/2020,16.2,(619) 269-4703,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
BRIGHT TIME CHILD CARE LEARNING CENTER,"FUTURE CARE CHILD LEARNING CENTER, INC",6504 E. SOUTH STREET,LAKEWOOD,90713,LOS ANGELES,15,CLOSED,6/19/2000,9/30/2022,271.3,(562) 867-8583,5,https://www.google.com/maps/search/6504%20E.%20SOUTH%20STREET%2C%20LAKEWOOD%2C%20CA
"EKSTEDT, MICHELLE",MICHELLE EKSTEDT,Unavailable,MEADOW VISTA,95722,PLACER,14,CLOSED,6/27/2023,8/30/2024,14.3,(408) 483-6878,5,https://www.google.com/maps/search/Unavailable%2C%20MEADOW%20VISTA%2C%20CA
HARGROVE FAMILY CHILD CARE,CATHERINE HARGROVE,Unavailable,CARSON,90746,LOS ANGELES,14,CLOSED,10/17/2018,6/1/2020,19.8,(310) 940-5293,5,https://www.google.com/maps/search/Unavailable%2C%20CARSON%2C%20CA
"HARRISON, KIYANA","HARRISON, KIYANA",Unavailable,SUNNYVALE,94089,SANTA CLARA,14,CLOSED,11/12/2019,8/6/2020,8.9,(408) 829-2128,5,https://www.google.com/maps/search/Unavailable%2C%20SUNNYVALE%2C%20CA
"HARRIS, BIANCA FAMILY CHILD CARE","HARRIS, BIANCA",Unavailable,SAN DIEGO,92124,SAN DIEGO,14,CLOSED,11/21/2019,8/24/2021,21.4,(217) 719-1315,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"HASHEMI, ZAKERA & HASSANY, WALI","HASHEMI, ZAKERA & HASSANY, WALI",Unavailable,SACRAMENTO,95825,SACRAMENTO,14,CLOSED,8/18/2023,10/21/2024,14.3,(916) 514-3129,5,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
HERNANDEZ-MEDINA FCC AKA LITTLE BLESSING DAYCARE,MAYRA HERNANDEZ-MEDINA,Unavailable,ATASCADERO,93422,SAN LUIS OBISPO,14,CLOSED,5/6/2024,4/11/2025,11.3,(831) 710-7489,5,https://www.google.com/maps/search/Unavailable%2C%20ATASCADERO%2C%20CA
HERNANDEZ FAMILY CHILD CARE,"HERNANDEZ, SARAHY",Unavailable,UPLAND,91786,SAN BERNARDINO,14,CLOSED,3/13/2024,2/18/2025,11.4,(909) 490-1081,5,https://www.google.com/maps/search/Unavailable%2C%20UPLAND%2C%20CA
HERNANDEZ FAMILY CHILD CARE,"HERNANDEZ, MARTHA",Unavailable,COACHELLA,92236,RIVERSIDE,14,CLOSED,4/29/2023,2/14/2025,21.9,(760) 396-6736,5,https://www.google.com/maps/search/Unavailable%2C%20COACHELLA%2C%20CA
HERNANDEZ GUZMAN FAMILY CHILD CARE,BESSIE HERNANDEZ GUZMAN,Unavailable,WEST COVINA,91790,LOS ANGELES,14,CLOSED,1/28/2019,9/1/2020,19.4,(818) 462-3256,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20COVINA%2C%20CA
"HERNANDEZ, ANNABEL","HERNANDEZ, ANNABEL",Unavailable,SACRAMENTO,95821,SACRAMENTO,14,CLOSED,3/2/2023,5/24/2024,15.0,(408) 759-0414,5,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
"HERNANDEZ, PETRA FAMILY CHILD CARE","HERNANDEZ, PETRA",Unavailable,BAKERSFIELD,93311,KERN,14,CLOSED,8/6/2019,7/12/2021,23.5,(661) 346-2707,5,https://www.google.com/maps/search/Unavailable%2C%20BAKERSFIELD%2C%20CA
"HERRERA, YESICA FAMILY CHILD CARE","HERRERA, YESICA",Unavailable,DELANO,93215,KERN,14,CLOSED,11/18/2019,6/1/2021,18.7,(559) 731-4545,5,https://www.google.com/maps/search/Unavailable%2C%20DELANO%2C%20CA
HOLLANDER FAMILY CHILD CARE,"HOLLANDER, LAURA",Unavailable,PORT HUENEME,93041,VENTURA,14,CLOSED,11/21/2023,12/5/2024,12.7,(805) 259-6334,5,https://www.google.com/maps/search/Unavailable%2C%20PORT%20HUENEME%2C%20CA
"HUYNH, BAONGOC","HUYNH, BAONGOC",Unavailable,GARDEN GROVE,92845,ORANGE,14,CLOSED,5/28/2019,9/16/2020,15.9,(714) 787-7542,5,https://www.google.com/maps/search/Unavailable%2C%20GARDEN%20GROVE%2C%20CA
JACKSON FAMILY CHILD CARE,SHAWNTAYZIA JACKSON,Unavailable,COMPTON,90220,LOS ANGELES,14,CLOSED,4/11/2019,10/6/2020,18.1,(562) 556-3416,5,https://www.google.com/maps/search/Unavailable%2C%20COMPTON%2C%20CA
"JAIMES, BENITA","JAIMES, BENITA",Unavailable,LAGUNA HILLS,92653,ORANGE,14,CLOSED,10/24/2023,8/6/2024,9.6,(949) 813-9357,5,https://www.google.com/maps/search/Unavailable%2C%20LAGUNA%20HILLS%2C%20CA
"JIMENEZ, ALEXANDRA FAMILY CHILD CARE HOME","JIMENEZ, ALEXANDRA",Unavailable,YUBA CITY,95993,SUTTER,14,CLOSED,3/28/2019,1/19/2021,22.1,(530) 415-0172,5,https://www.google.com/maps/search/Unavailable%2C%20YUBA%20CITY%2C%20CA
"JOHNSEN, JESSICA FCCH","JOHNSEN, JESSICA",Unavailable,FAIRFIELD,94533,SOLANO,14,CLOSED,11/14/2023,4/30/2024,5.6,(707) 362-7322,5,https://www.google.com/maps/search/Unavailable%2C%20FAIRFIELD%2C%20CA
HARASIS FAMILY CHILDCARE,RAZIA HARASIS,Unavailable,WEST HILLS,91304,LOS ANGELES,14,CLOSED,5/17/2023,4/18/2025,23.4,(818) 612-8839,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20HILLS%2C%20CA
HARASIS FAMILY CHILD CARE,RAZIA HARASIS,Unavailable,WEST HILLS,91304,LOS ANGELES,14,CLOSED,1/5/2023,5/17/2023,4.4,(818) 612-8839,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20HILLS%2C%20CA
"HANSON, SARA FCCH","HANSON, SARA",Unavailable,KELSEYVILLE,95451,LAKE,14,CLOSED,12/18/2019,3/1/2021,14.6,(707) 245-5225,5,https://www.google.com/maps/search/Unavailable%2C%20KELSEYVILLE%2C%20CA
"GARAY CANAS, IVAN","GARAY CANAS, IVAN",Unavailable,SANTA CLARA,95051,SANTA CLARA,14,CLOSED,7/12/2019,6/8/2021,23.2,(408) 645-5188,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20CLARA%2C%20CA
"ELENES, DAISY","ELENES, DAISY",Unavailable,MOUNTAIN HOUSE,95391,SAN JOAQUIN,14,CLOSED,7/19/2023,12/20/2024,17.3,(209) 699-0181,5,https://www.google.com/maps/search/Unavailable%2C%20MOUNTAIN%20HOUSE%2C%20CA
"EL, SHELDON FCCH","EL, SHELDON",Unavailable,SANTA ROSA,95404,SONOMA,14,CLOSED,9/26/2019,4/30/2021,19.4,(510) 717-0627,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20ROSA%2C%20CA
"FAIZI, TOBA FAMILY CHILD CARE","FAIZI, TOBA",Unavailable,EL CAJON,92020,SAN DIEGO,14,CLOSED,8/31/2023,7/22/2024,10.9,(858) 220-5511,5,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
FERNANDEZ FAMILY CHILD CARE,"FERNANDEZ, BLANCA",Unavailable,LANCASTER,93535,LOS ANGELES,14,CLOSED,2/19/2019,10/20/2020,20.3,(661) 964-7262,5,https://www.google.com/maps/search/Unavailable%2C%20LANCASTER%2C%20CA
FIGUEROA FAMILY CHILD CARE,ABIATA FIGUEROA,Unavailable,WINCHESTER,92596,RIVERSIDE,14,CLOSED,7/18/2019,6/8/2021,23.0,(951) 595-7265,5,https://www.google.com/maps/search/Unavailable%2C%20WINCHESTER%2C%20CA
"GALEANO, ELVIRA FAMILY CHILD CARE","GALEANO, ELVIRA",Unavailable,BAKERSFIELD,93311,KERN,14,CLOSED,5/2/2019,2/5/2021,21.5,(661) 208-8542,5,https://www.google.com/maps/search/Unavailable%2C%20BAKERSFIELD%2C%20CA
GALLARDO FAMILY CHILD CARE,GABRIELA GALLARDO,Unavailable,LOS ANGELES,90042,LOS ANGELES,14,LICENSED,3/22/2021,8/31/2022,17.6,(323) 400-7952,5,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
GARCIA FAMILY CHILD CARE,ALYSSA GARCIA,Unavailable,PALMDALE,93550,LOS ANGELES,14,CLOSED,5/3/2024,3/13/2025,10.5,(661) 941-7855,5,https://www.google.com/maps/search/Unavailable%2C%20PALMDALE%2C%20CA
"HANSEN,ANGEL","HANSEN,ANGEL",Unavailable,TRACY,95304,SAN JOAQUIN,14,CLOSED,3/20/2019,8/17/2020,17.2,(916) 206-7950,5,https://www.google.com/maps/search/Unavailable%2C%20TRACY%2C%20CA
"GARCIA, MARGARITA","GARCIA, MARGARITA",Unavailable,OAKLAND,94603,ALAMEDA,14,CLOSED,5/29/2019,2/19/2021,21.1,(510) 355-7154,5,https://www.google.com/maps/search/Unavailable%2C%20OAKLAND%2C%20CA
"GELFMAN, LARISA","GELFMAN, LARISA",Unavailable,DANVILLE,94526,CONTRA COSTA,14,CLOSED,11/8/2019,5/10/2021,18.3,(925) 300-8880,5,https://www.google.com/maps/search/Unavailable%2C%20DANVILLE%2C%20CA
GONZALES FCC AKA LOVEOSAURUS FAMILY CHILD CARE,JESSICA GONZALES,Unavailable,SANTA MARIA,93454,SANTA BARBARA,12,CLOSED,8/28/2023,1/16/2025,16.9,(805) 264-2989,5,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"GONZALEZ, YAXIN","GONZALEZ, YAXIN",Unavailable,SAN JOSE,95127,SANTA CLARA,14,CLOSED,12/19/2019,5/6/2021,16.8,(408) 813-5071,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
"GRANATA, DEEANNA& MERLINI, KRISTINA",DEEANNA GRANATA & KRISTINA MERLINI,Unavailable,ANTIOCH,94509,CONTRA COSTA,14,CLOSED,2/22/2019,9/14/2020,19.0,(925) 732-7792,5,https://www.google.com/maps/search/Unavailable%2C%20ANTIOCH%2C%20CA
"GRANT, NAKIA FCCH","GRANT, NAKIA",Unavailable,FAIRFIELD,94533,SOLANO,14,CLOSED,11/16/2018,11/1/2020,23.9,(707) 430-2599,5,https://www.google.com/maps/search/Unavailable%2C%20FAIRFIELD%2C%20CA
"HALANE, AMAL FAMILY CHILD CARE","HALANE, AMAL",Unavailable,SAN DIEGO,92115,SAN DIEGO,14,CLOSED,7/5/2019,6/1/2021,23.2,(619) 634-2372,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"ARREOLA, ANA MARIA FAMILY CHILD CARE","ARREOLA, ANA MARIA",Unavailable,IMPERIAL,92251,IMPERIAL,14,CLOSED,9/5/2019,8/11/2021,23.5,(760) 355-9377,5,https://www.google.com/maps/search/Unavailable%2C%20IMPERIAL%2C%20CA
"ARIZAGA, JENIFER",JENIFER ARIZAGA,Unavailable,ANTELOPE,95843,SACRAMENTO,14,CLOSED,11/13/2023,3/27/2025,16.7,(916) 968-9614,5,https://www.google.com/maps/search/Unavailable%2C%20ANTELOPE%2C%20CA
"ARGUETA, DEISY FAMILY CHILD CARE","ARGUETA, DEISY",Unavailable,BAKERSFIELD,93308,KERN,14,CLOSED,12/9/2024,4/11/2025,4.1,(661) 308-6004,5,https://www.google.com/maps/search/Unavailable%2C%20BAKERSFIELD%2C%20CA
"ARELLANO, ARLYN FAMILY CHILD CARE","ARELLANO, ARLYN",Unavailable,SAN YSIDRO,92173,SAN DIEGO,14,CLOSED,8/30/2023,4/16/2025,19.8,(619) 703-1748,5,https://www.google.com/maps/search/Unavailable%2C%20SAN%20YSIDRO%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,11925 AMADOR VALLEY COURT,DUBLIN,94568,ALAMEDA,28,CLOSED,8/10/2001,10/24/2022,258.2,(925) 875-0400,5,https://www.google.com/maps/search/11925%20AMADOR%20VALLEY%20COURT%2C%20DUBLIN%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,4655 LASSEN ROAD,LIVERMORE,94550,ALAMEDA,48,CLOSED,11/18/1997,10/26/2023,315.8,(925) 455-1560,5,https://www.google.com/maps/search/4655%20LASSEN%20ROAD%2C%20LIVERMORE%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,18727 CARMENITA,CERRITOS,90703,LOS ANGELES,28,CLOSED,7/1/1997,10/31/2022,308.4,(562) 924-8718,5,https://www.google.com/maps/search/18727%20CARMENITA%2C%20CERRITOS%2C%20CA
"KINDERCARE LEARNING CENTER - PASEO LADERA, SAP",KINDERCARE LEARNING CENTERS LLC,1101 PASEO LADERA,CHULA VISTA,91910,SAN DIEGO,28,CLOSED,9/24/2001,8/24/2023,266.8,(619) 482-1800,5,https://www.google.com/maps/search/1101%20PASEO%20LADERA%2C%20CHULA%20VISTA%2C%20CA
KINDERCARE LEARNING CENTER CAM,KINDERCARE LEARNING CENTERS LLC,2360 PICKWICK DR.,CAMARILLO,93010,VENTURA,14,CLOSED,4/23/2001,1/5/2023,264.2,(805) 445-8485,5,https://www.google.com/maps/search/2360%20PICKWICK%20DR.%2C%20CAMARILLO%2C%20CA
"KINDERCARE LEARNING CENTER, #1367",KINDERCARE LEARNING CENTERS LLC,3240 SAN PABLO DAM ROAD,SAN PABLO,94806,CONTRA COSTA,30,CLOSED,11/18/1997,7/31/2023,312.9,(510) 222-1144,5,https://www.google.com/maps/search/3240%20SAN%20PABLO%20DAM%20ROAD%2C%20SAN%20PABLO%2C%20CA
LA PLAZITA PRESCHOOL IV,KRYSTELL GUZMAN & PLAZITA SCHOOL INC.,3637 MAGEE AVE,OAKLAND,94619,ALAMEDA,70,CLOSED,8/24/2018,7/7/2020,22.8,(510) 402-8715,5,https://www.google.com/maps/search/3637%20MAGEE%20AVE%2C%20OAKLAND%2C%20CA
"LEARN AND PLAY MONTESSORI CENTERVILLE, INC.","LEARN AND PLAY MONTESSORI CENTERVILLE, INC.",2550 PERALTA BOULEVARD,FREMONT,94536,ALAMEDA,34,CLOSED,1/24/2023,1/2/2025,23.6,(510) 870-4678,5,https://www.google.com/maps/search/2550%20PERALTA%20BOULEVARD%2C%20FREMONT%2C%20CA
"LEARN AND PLAY MONTESSORI IRVINGTON, INC.","LEARN AND PLAY MONTESSORI IRVINGTON, INC.",40803 FREMONT BOULEVARD,FREMONT,94538,ALAMEDA,33,CLOSED,3/23/2023,1/2/2025,21.7,(510) 573-0071,5,https://www.google.com/maps/search/40803%20FREMONT%20BOULEVARD%2C%20FREMONT%2C%20CA
"LEARN AND PLAY MONTESSORI SUNNYVALE, INC.","LEARN & PLAY MONTESSORI SV, INC DBC L & P M SCHOOL",1055 SUNNYVALE-SARATOGA ROAD,SUNNYVALE,94087,SANTA CLARA,15,CLOSED,12/28/2023,1/2/2025,12.4,(408) 735-8333,5,https://www.google.com/maps/search/1055%20SUNNYVALE-SARATOGA%20ROAD%2C%20SUNNYVALE%2C%20CA
"LEARN & PLAY MONTESSORI DUBLIN, INC.","LEARN & PLAY MONTESSORI DUBLIN, INC.",3960 SUMMIT ROAD,DUBLIN,94568,ALAMEDA,41,CLOSED,8/9/2023,1/2/2025,17.1,(925) 951-5123,5,https://www.google.com/maps/search/3960%20SUMMIT%20ROAD%2C%20DUBLIN%2C%20CA
"LEARN & PLAY MONTESSORI MILPITAS, INC.","LEARN AND PLAY MONTESSORI MILPITAS, INC.",164 NORTH ABEL STREET,MILPITAS,95035,SANTA CLARA,26,CLOSED,9/20/2023,1/2/2025,15.7,(408) 809-0096,5,https://www.google.com/maps/search/164%20NORTH%20ABEL%20STREET%2C%20MILPITAS%2C%20CA
"LEARNING CENTER FOR KIDS, THE","LEARNING CENTER 4 KIDS, INC., THE",6221 LINCOLN AVE.,BUENA PARK,90620,ORANGE,25,CLOSED,9/7/2017,12/22/2020,40.1,(714) 821-7800,5,https://www.google.com/maps/search/6221%20LINCOLN%20AVE.%2C%20BUENA%20PARK%2C%20CA
LIFECONNECTIONS CHILDREN'S LEARNING CENTER,BRIGHT HORIZONS CHILDREN'S CENTER LLC,800 BARBER LANE,MILPITAS,95035,SANTA CLARA,63,CLOSED,4/13/2006,6/2/2023,208.6,(408) 853-2196,5,https://www.google.com/maps/search/800%20BARBER%20LANE%2C%20MILPITAS%2C%20CA
LITTLE SCHOOL OF THE DESERT,LITTLE CHURCH OF THE DESERT,6085 OCOTILLO AVENUE,TWENTYNINE PALMS,92277,SAN BERNARDINO,15,CLOSED,5/8/2023,2/21/2025,21.8,(760) 367-6616,5,https://www.google.com/maps/search/6085%20OCOTILLO%20AVENUE%2C%20TWENTYNINE%20PALMS%2C%20CA
MEDINA LEARNING CENTER LLC,MEDINA LEARNING CENTER LLC,6066 1/2 UNIVERSITY AVENUE,SAN DIEGO,92115,SAN DIEGO,15,CLOSED,,11/18/2020,,(619) 906-4177,5,https://www.google.com/maps/search/6066%201/2%20UNIVERSITY%20AVENUE%2C%20SAN%20DIEGO%2C%20CA
MEDINA LEARNING CENTER LLC,"MEDINA LEARNING CENTER, LLC.",6066 1/2 UNIVERSITY AVENUE,SAN DIEGO,92115,SAN DIEGO,15,LICENSED,11/15/2021,,,(619) 906-4177,5,https://www.google.com/maps/search/6066%201/2%20UNIVERSITY%20AVENUE%2C%20SAN%20DIEGO%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,3760 BROCKTON DRIVE,PLEASANTON,94588,ALAMEDA,24,CLOSED,11/18/1997,2/15/2024,319.5,(925) 846-1240,5,https://www.google.com/maps/search/3760%20BROCKTON%20DRIVE%2C%20PLEASANTON%2C%20CA
KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",455 E. FOOTHILL BOULEVARD,SAN DIMAS,91773,LOS ANGELES,49,CLOSED,5/23/1997,9/20/2023,320.5,(909) 599-0597,5,https://www.google.com/maps/search/455%20E.%20FOOTHILL%20BOULEVARD%2C%20SAN%20DIMAS%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,605 EAST DUNNE AVENUE,MORGAN HILL,95037,SANTA CLARA,24,CLOSED,7/27/1997,8/16/2023,317.2,(408) 778-1237,5,https://www.google.com/maps/search/605%20EAST%20DUNNE%20AVENUE%2C%20MORGAN%20HILL%2C%20CA
KCE CHAMPIONS LLC @ BAYSIDE ACADEMY,KCE CHAMPIONS LLC,2025 KEHOE AVENUE,SAN MATEO,94403,SAN MATEO,60,CLOSED,8/15/2023,5/1/2024,8.7,(650) 645-0776,5,https://www.google.com/maps/search/2025%20KEHOE%20AVENUE%2C%20SAN%20MATEO%2C%20CA
COOL LEARNING CENTER,COOL LEARNING CENTER INC. SA,2968 HWY 49 SUITE D,COOL,95614,EL DORADO,14,CLOSED,8/27/2020,8/29/2023,36.6,(832) 340-4905,5,https://www.google.com/maps/search/2968%20HWY%2049%20SUITE%20D%2C%20COOL%2C%20CA
"CREEK, A MIDDLE SCHOOL YOUTH CENTER, THE","CREEK, A MIDDLE SCHOOL YOUTH CENTER, THE",2730 MITCHELL DRIVE,WALNUT CREEK,94598,CONTRA COSTA,48,CLOSED,6/16/2023,6/1/2024,11.7,(925) 934-3324,5,https://www.google.com/maps/search/2730%20MITCHELL%20DRIVE%2C%20WALNUT%20CREEK%2C%20CA
HAPPY CAMPERS LEARNING CENTER,HAPPY CAMPERS LEARNING CENTER,14035 FRANCISQUITO,BALDWIN PARK,91706,LOS ANGELES,24,CLOSED,8/30/1995,8/17/2021,316.1,(626) 337-7254,5,https://www.google.com/maps/search/14035%20FRANCISQUITO%2C%20BALDWIN%20PARK%2C%20CA
ICES EDUCATION AT JOHN MUIR,"ICES EDUCATION, LLC",4431 MOUNT HERBERT AVENUE,SAN DIEGO,92117,SAN DIEGO,40,CLOSED,8/24/2019,6/18/2020,10.0,(562) 434-5313,5,https://www.google.com/maps/search/4431%20MOUNT%20HERBERT%20AVENUE%2C%20SAN%20DIEGO%2C%20CA
JACKIE ROBINSON FAMILY YMCA - ST. RITA'S SCHOOL,YMCA OF SAN DIEGO COUNTY,5124 CHURCHWARD STREET,SAN DIEGO,92114,SAN DIEGO,60,CLOSED,8/27/2019,12/7/2020,15.6,(619) 298-3576,5,https://www.google.com/maps/search/5124%20CHURCHWARD%20STREET%2C%20SAN%20DIEGO%2C%20CA
JOHN ADAMS ACADEMY,KCE CHAMPIONS LLC,1104 INVESTMENT BLVD,EL DORADO HILLS,95762,EL DORADO,120,CLOSED,2/3/2023,7/31/2024,18.1,(916) 260-3251,5,https://www.google.com/maps/search/1104%20INVESTMENT%20BLVD%2C%20EL%20DORADO%20HILLS%2C%20CA
KCE CHAMPIONS LLC @ ABBOTT MIDDLE SCHOOL,KCE CHAMPIONS LLC,600 36TH AVENUE,SAN MATEO,94403,SAN MATEO,60,CLOSED,8/15/2023,5/5/2025,21.0,(650) 645-0733,5,https://www.google.com/maps/search/600%2036TH%20AVENUE%2C%20SAN%20MATEO%2C%20CA
KCE CHAMPIONS LLC @HEMET STUDENT CENTER,KCE CHAMPIONS LLC,790 W. ACACIA AVENUE,HEMET,92544,RIVERSIDE,60,CLOSED,8/23/2019,7/16/2020,10.9,(909) 406-3898,5,https://www.google.com/maps/search/790%20W.%20ACACIA%20AVENUE%2C%20HEMET%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,25507 MOULTON PARKWAY,ALISO VIEJO,92656,ORANGE,38,CLOSED,4/30/1997,5/25/2023,317.4,(949) 470-0099,5,https://www.google.com/maps/search/25507%20MOULTON%20PARKWAY%2C%20ALISO%20VIEJO%2C%20CA
KIDDIE ACADEMY OF FONTANA,"BDH LEARNING CENTER, INC",11117 SIERRA AVE,FONTANA,92337,SAN BERNARDINO,24,LICENSED,4/25/2022,,,(909) 822-7700,5,https://www.google.com/maps/search/11117%20SIERRA%20AVE%2C%20FONTANA%2C%20CA
KIDDIE ACADEMY OF RANCHO CUCAMONGA,"DBH LEARNING CENTER, INC",7220 VICTORIA PARK LANE,RANCHO CUCAMONGA,91739,SAN BERNARDINO,28,LICENSED,4/25/2022,,,(909) 891-8700,5,https://www.google.com/maps/search/7220%20VICTORIA%20PARK%20LANE%2C%20RANCHO%20CUCAMONGA%2C%20CA
KINDERCARE - CARLSBAD SCHOOL AGE,KINDERCARE LEARNING CENTERS LLC,1200 PLUM TREE ROAD,CARLSBAD,92011,SAN DIEGO,28,INACTIVE,8/23/2000,,,(760) 435-0001,5,https://www.google.com/maps/search/1200%20PLUM%20TREE%20ROAD%2C%20CARLSBAD%2C%20CA
KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",6150 STATE FARM DRIVE,ROHNERT PARK,94928,SONOMA,24,CLOSED,6/18/1997,7/24/2023,317.7,(707) 584-0124,5,https://www.google.com/maps/search/6150%20STATE%20FARM%20DRIVE%2C%20ROHNERT%20PARK%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,993 E. CHAMPLAIN,FRESNO,93720,FRESNO,40,CLOSED,8/16/2002,3/8/2024,262.5,(559) 433-6630,5,https://www.google.com/maps/search/993%20E.%20CHAMPLAIN%2C%20FRESNO%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTER,26912 ESTANCIERO DRIVE,MISSION VIEJO,92691,ORANGE,22,CLOSED,11/20/2014,4/12/2024,114.4,(949) 830-7660,5,https://www.google.com/maps/search/26912%20ESTANCIERO%20DRIVE%2C%20MISSION%20VIEJO%2C%20CA
KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,2515 EAST SOUTH STREET,ANAHEIM,92806,ORANGE,24,CLOSED,4/8/1997,1/16/2024,326.0,(714) 774-5141,5,https://www.google.com/maps/search/2515%20EAST%20SOUTH%20STREET%2C%20ANAHEIM%2C%20CA
MOUNT VALLEY MONTESSORI INC.,MOUNT VALLEY MONTESSORI INC.,1481 MOWRY AVENUE,FREMONT,94538,ALAMEDA,15,CLOSED,3/1/2023,10/13/2023,7.5,(510) 491-7006,5,https://www.google.com/maps/search/1481%20MOWRY%20AVENUE%2C%20FREMONT%2C%20CA
OPENMINDS GRANT ELEMENTARY,"COMPANION GROUP, INC., THE",1425 WASHINGTON PLACE,SAN DIEGO,92103,SAN DIEGO,30,CLOSED,11/26/2019,11/16/2020,11.9,(619) 293-4420,5,https://www.google.com/maps/search/1425%20WASHINGTON%20PLACE%2C%20SAN%20DIEGO%2C%20CA
PANTHER HOUSE,"DAMHESEL, NICOLE, AGUIAR, HEATHER & LYNN, ASHLEY",3445 HAMLIN RD,LAFAYETTE,94549,CONTRA COSTA,56,CLOSED,8/22/2023,10/5/2023,1.5,(925) 297-9750,5,https://www.google.com/maps/search/3445%20HAMLIN%20RD%2C%20LAFAYETTE%2C%20CA
